--------- beginning of /dev/log/system 
05-22 14:23:25.835 I/Vold    (  117): Vold 2.1 (the revenge) firing up 
05-22 14:23:27.867 W/dalvikvm(  125): PR_SET_NO_NEW_PRIVS failed. Is your kernel compiled correctly?: Invalid argument 
05-22 14:24:27.484 I/ActivityManager(  375): Start proc com.google.android.onetimeinitializer for broadcast com.google.android.onetimeinitializer/.OneTimeInitializerReceiver: pid=1546 uid=10026 gids={50026, 1028}
05-22 14:24:27.796 I/ActivityManager(  375): No longer want com.qihoo.daemon (pid 838): empty #17
05-22 14:24:27.812 I/ActivityManager(  375): No longer want com.google.android.browser (pid 906): empty #17
05-22 14:24:27.859 I/ActivityManager(  375): Config changes=1401 {1.0 999mcc?mnc en_US ldltr sw360dp w360dp h567dp 320dpi nrml port finger -keyb/v/h -nav/h s.6}
05-22 14:24:28.070 I/SystemUpdateService(  621): cancelUpdate (empty URL)
05-22 14:24:28.273 I/ActivityManager(  375): Start proc com.android.onetimeinitializer for broadcast com.android.onetimeinitializer/.OneTimeInitializerReceiver: pid=1591 uid=10044 gids={50044, 1028}
05-22 14:24:28.351 D/ConnectivityService(  375): handleInetConditionHoldEnd: net=1, condition=100, published condition=0
05-22 14:24:28.468 I/SystemUpdateService(  621): cancelUpdate (empty URL)
05-22 14:24:28.601 I/ActivityManager(  375): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10000000 cmp=com.pekall.emdm.launcher/.Launcher} from pid 606
05-22 14:24:28.851 I/WindowManager(  375): Screen frozen for +987ms due to Window{4268ab38 u0 com.android.launcher/com.android.launcher2.Launcher}
05-22 14:24:29.085 I/ActivityManager(  375): No longer want com.android.settings (pid 777): empty #17
05-22 14:24:29.257 I/ActivityManager(  375): No longer want com.nd.assistance (pid 1010): empty #17
05-22 14:24:29.374 I/ActivityManager(  375): No longer want com.google.android.gallery3d (pid 1175): empty #17
05-22 14:24:29.468 I/ActivityManager(  375): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=1615 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 14:24:29.609 D/ActivityThread( 1615): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:24:29.937 D/ActivityThread( 1615): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:24:30.906 I/ActivityManager(  375): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/.ui.BackPersonalActivity} from pid 606
05-22 14:24:31.406 W/ActivityManager(  375): Activity pause timeout for ActivityRecord{428483e0 u0 com.pekall.emdm.launcher/.Launcher}
05-22 14:24:34.101 I/ActivityManager(  375): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/.ui.BackPersonalActivity} from pid 606
05-22 14:24:34.609 W/ActivityManager(  375): Activity pause timeout for ActivityRecord{4282e200 u0 com.pekall.emdm.launcher/.ui.BackPersonalActivity}
05-22 14:24:37.570 I/PowerManagerService(  375): Going to sleep due to screen timeout...
05-22 14:24:38.788 I/WindowManager(  375): No lock screen!
05-22 14:24:38.843 W/ActivityManager(  375): Launch timeout has expired, giving up wake lock!
05-22 14:24:38.906 W/ActivityManager(  375): Activity idle timeout for ActivityRecord{428483e0 u0 com.pekall.emdm.launcher/.Launcher}
05-22 14:24:39.757 I/ActivityManager(  375): START u0 {act=android.intent.action.VIEW flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 606
05-22 14:24:40.265 W/ActivityManager(  375): Activity pause timeout for ActivityRecord{42917f50 u0 com.pekall.emdm.launcher/.ui.BackPersonalActivity}
05-22 14:24:40.663 W/InputMethodManagerService(  375): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@425b03e8 attribute=null, token = android.os.BinderProxy@4274a3d8
05-22 14:24:41.898 I/ActivityManager(  375): START u0 {act=android.intent.action.VIEW flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 606
05-22 14:24:42.491 I/ActivityManager(  375): Start proc com.qihoo.daemon for broadcast com.qihoo.appstore/com.qihoo.express.mini.receiver.BootReceiver: pid=1693 uid=10064 gids={50064, 3003, 1015, 3002, 1006, 3001, 1028}
05-22 14:24:43.413 I/ActivityManager(  375): Start proc com.android.settings for broadcast com.android.settings/.widget.SettingsAppWidgetProvider: pid=1719 uid=1000 gids={41000, 1015, 1028, 3002, 3001, 3003, 3007}
05-22 14:24:43.554 W/ContextImpl( 1719): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94 
05-22 14:24:43.577 W/ContextImpl( 1719): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73 
05-22 14:24:43.593 W/ContextImpl( 1719): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124 
05-22 14:24:43.671 I/ActivityManager(  375): No longer want com.google.android.apps.uploader (pid 1221): empty #17
05-22 14:24:44.538 I/ActivityManager(  375): Start proc com.google.android.apps.maps for broadcast com.google.android.apps.maps/com.google.android.location.internal.NlpNetworkProviderSettingsUpdateReceiver: pid=1733 uid=10038 gids={50038, 3003, 1015, 1028}
05-22 14:24:44.718 I/ActivityManager(  375): Activity reported stop, but no longer stopping: ActivityRecord{42917f50 u0 com.pekall.emdm.launcher/.ui.BackPersonalActivity}
05-22 14:24:44.945 W/ActivityManager(  375): Activity idle timeout for ActivityRecord{42917f50 u0 com.pekall.emdm.launcher/.ui.BackPersonalActivity}
05-22 14:24:45.390 I/ActivityManager(  375): No longer want com.tencent.android.qqdownloader (pid 1083): empty #17
05-22 14:24:45.937 W/ActivityManager(  375): Scheduling restart of crashed service com.tencent.android.qqdownloader/com.tencent.assistant.sdk.PluginSupportService in 5000ms
05-22 14:24:46.827 I/ActivityManager(  375): Start proc com.tencent.android.qqdownloader for service com.tencent.android.qqdownloader/com.tencent.assistant.sdk.PluginSupportService: pid=1761 uid=10065 gids={50065, 3003, 3002, 1006, 1028, 1015}
05-22 14:24:46.999 I/ActivityManager(  375): Start proc com.qihoo.root for broadcast com.qihoo.root/.SuRequestReceiver: pid=1774 uid=10072 gids={50072, 1015, 3003, 1028}
05-22 14:24:49.507 W/ActivityManager(  375): Timeout executing service: ServiceRecord{42976af0 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 14:24:54.116 E/ActivityManager(  375): ANR in com.pekall.emdm.launcher:remote
05-22 14:24:54.116 E/ActivityManager(  375): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 14:24:54.116 E/ActivityManager(  375): Load: 11.11 / 3.61 / 1.27
05-22 14:24:54.116 E/ActivityManager(  375): CPU usage from 658ms to -4559ms ago:
05-22 14:24:54.116 E/ActivityManager(  375):   86% 606/com.pekall.emdm.launcher: 85% user + 1.1% kernel / faults: 502 minor
05-22 14:24:54.116 E/ActivityManager(  375):   78% 1615/com.pekall.emdm.launcher:remote: 78% user + 0.3% kernel / faults: 122 minor
05-22 14:24:54.116 E/ActivityManager(  375):   18% 375/system_server: 10% user + 7% kernel / faults: 554 minor
05-22 14:24:54.116 E/ActivityManager(  375):   7.5% 1814/app_process: 6.7% user + 0.7% kernel / faults: 4683 minor
05-22 14:24:54.116 E/ActivityManager(  375):   2.6% 1761/com.tencent.android.qqdownloader: 1.9% user + 0.7% kernel / faults: 367 minor
05-22 14:24:54.116 E/ActivityManager(  375):   1.5% 802/com.qihoo360.mobilesafe:GuardService: 1.3% user + 0.1% kernel / faults: 1000 minor
05-22 14:24:54.116 E/ActivityManager(  375):   1.1% 580/com.android.phone: 0.7% user + 0.3% kernel / faults: 30 minor
05-22 14:24:54.116 E/ActivityManager(  375):   0.9% 450/com.android.systemui: 0.5% user + 0.3% kernel / faults: 33 minor
05-22 14:24:54.116 E/ActivityManager(  375):   0.2% 587/com.android.nfc: 0.2% user + 0% kernel / faults: 40 minor
05-22 14:24:54.116 E/ActivityManager(  375):   0.3% 81/mmcqd/0: 0% user + 0.3% kernel
05-22 14:24:54.116 E/ActivityManager(  375):   0.3% 854/com.qihoo.appstore: 0.3% user + 0% kernel / faults: 23 minor
05-22 14:24:54.116 E/ActivityManager(  375):   0.3% 1693/com.qihoo.daemon: 0.3% user + 0% kernel / faults: 86 minor
05-22 14:24:54.116 E/ActivityManager(  375):   0.1% 92/dhd_dpc: 0% user + 0.1% kernel
05-22 14:24:54.116 E/ActivityManager(  375):   0.1% 133/sdcard: 0% user + 0.1% kernel
05-22 14:24:54.116 E/ActivityManager(  375):   0.1% 1024/android.process.media: 0.1% user + 0% kernel / faults: 20 minor
05-22 14:24:54.116 E/ActivityManager(  375):   0.1% 1733/com.google.android.apps.maps: 0.1% user + 0% kernel / faults: 126 minor
05-22 14:24:54.116 E/ActivityManager(  375): 100% TOTAL: 94% user + 5.3% kernel
05-22 14:24:54.116 E/ActivityManager(  375): CPU usage from 3742ms to 4283ms later:
05-22 14:24:54.116 E/ActivityManager(  375):   96% 1615/com.pekall.emdm.launcher:remote: 96% user + 0% kernel
05-22 14:24:54.116 E/ActivityManager(  375):     96% 1628/Thread-144: 96% user + 0% kernel
05-22 14:24:54.116 E/ActivityManager(  375):   89% 606/com.pekall.emdm.launcher: 87% user + 1.7% kernel / faults: 8 minor
05-22 14:24:54.116 E/ActivityManager(  375):     87% 671/Thread-42: 87% user + 0% kernel
05-22 14:24:54.116 E/ActivityManager(  375):   9% 375/system_server: 3.6% user + 5.4% kernel
05-22 14:24:54.116 E/ActivityManager(  375):     3.6% 391/ActivityManager: 0% user + 3.6% kernel
05-22 14:24:54.116 E/ActivityManager(  375):   3.6% 580/com.android.phone: 1.8% user + 1.8% kernel / faults: 4 minor
05-22 14:24:54.116 E/ActivityManager(  375):     1.8% 586/Signal Catcher: 0% user + 1.8% kernel
05-22 14:24:54.116 E/ActivityManager(  375):   1.1% 587/com.android.nfc: 1.1% user + 0% kernel / faults: 18 minor
05-22 14:24:54.116 E/ActivityManager(  375):   1.3% 1693/com.qihoo.daemon: 1.3% user + 0% kernel / faults: 65 minor
05-22 14:24:54.116 E/ActivityManager(  375): 100% TOTAL: 97% user + 2.8% kernel
05-22 14:24:54.124 W/ActivityManager(  375): Killing ProcessRecord{4266d4f0 1615:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 14:24:54.124 W/BroadcastQueue(  375): Timeout of broadcast BroadcastRecord{4273aef0 u-1 android.intent.action.SCREEN_OFF} - receiver=android.os.BinderProxy@427bb6d0, started 11535ms ago
05-22 14:24:54.124 W/BroadcastQueue(  375): Receiver during timeout: BroadcastFilter{4279add8 u0 ReceiverList{427ba660 1615 com.pekall.emdm.launcher:remote/10066/u0 remote:427bb6d0}}
05-22 14:24:54.124 I/ActivityManager(  375): Skipping duplicate ANR: ProcessRecord{4266d4f0 1615:com.pekall.emdm.launcher:remote/u0a10066} Broadcast of Intent { act=android.intent.action.SCREEN_OFF flg=0x50000010 }
05-22 14:24:54.382 I/ActivityManager(  375): Process com.pekall.emdm.launcher:remote (pid 1615) has died.
05-22 14:24:54.382 W/ActivityManager(  375): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 20000ms
05-22 14:24:54.656 I/ActivityManager(  375): Start proc com.google.android.apps.maps:LocationFriendService for broadcast com.google.android.apps.maps/com.google.googlenav.friend.reporting.LocationReportingIntentReceiver: pid=1831 uid=10038 gids={50038, 3003, 1015, 1028}
05-22 14:24:54.796 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock SEARCH* >
05-22 14:24:55.062 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* SEARCH >
05-22 14:24:57.851 I/ActivityManager(  375): No longer want com.android.dialer (pid 1414): empty #17
05-22 14:24:59.937 I/ActivityManager(  375): No longer want com.google.android.configupdater (pid 1439): empty #17
05-22 14:25:02.273 I/ActivityManager(  375): No longer want com.google.android.onetimeinitializer (pid 1546): empty #17
05-22 14:25:02.648 I/ActivityManager(  375): No longer want com.google.android.gsf.login (pid 1535): empty #17
05-22 14:25:14.421 I/ActivityManager(  375): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=2172 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 14:25:14.781 D/ActivityThread( 2172): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:25:14.945 D/ActivityThread( 2172): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:25:17.562 W/ProcessStats(  375): Skipping unknown process pid 2217
05-22 14:25:17.562 W/ProcessStats(  375): Skipping unknown process pid 2218
05-22 14:25:34.468 W/ActivityManager(  375): Timeout executing service: ServiceRecord{42976af0 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 14:25:37.851 E/ActivityManager(  375): ANR in com.pekall.emdm.launcher:remote
05-22 14:25:37.851 E/ActivityManager(  375): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 14:25:37.851 E/ActivityManager(  375): Load: 7.68 / 3.82 / 1.45
05-22 14:25:37.851 E/ActivityManager(  375): CPU usage from 11633ms to 0ms ago:
05-22 14:25:37.851 E/ActivityManager(  375):   93% 606/com.pekall.emdm.launcher: 93% user + 0% kernel / faults: 1 minor
05-22 14:25:37.851 E/ActivityManager(  375):   86% 2172/com.pekall.emdm.launcher:remote: 86% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):   1% 802/com.qihoo360.mobilesafe:GuardService: 1% user + 0% kernel / faults: 126 minor
05-22 14:25:37.851 E/ActivityManager(  375):   0.3% 1894/rt_server: 0% user + 0.2% kernel / faults: 613 minor
05-22 14:25:37.851 E/ActivityManager(  375):   0.2% 375/system_server: 0% user + 0.2% kernel
05-22 14:25:37.851 E/ActivityManager(  375):   0.1% 854/com.qihoo.appstore: 0.1% user + 0% kernel / faults: 41 minor
05-22 14:25:37.851 E/ActivityManager(  375):   0% 5/kworker/u:0: 0% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):   0% 81/mmcqd/0: 0% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):   0% 107/flush-179:0: 0% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):   0% 550/com.google.process.location: 0% user + 0% kernel / faults: 10 minor
05-22 14:25:37.851 E/ActivityManager(  375): 100% TOTAL: 97% user + 2.4% kernel
05-22 14:25:37.851 E/ActivityManager(  375): CPU usage from 2594ms to 3132ms later:
05-22 14:25:37.851 E/ActivityManager(  375):   100% 2172/com.pekall.emdm.launcher:remote: 100% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):     100% 2186/Thread-166: 100% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):   94% 606/com.pekall.emdm.launcher: 94% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):     96% 671/Thread-42: 96% user + 0% kernel
05-22 14:25:37.851 E/ActivityManager(  375):   7.4% 375/system_server: 1.8% user + 5.5% kernel
05-22 14:25:37.851 E/ActivityManager(  375):     7.4% 391/ActivityManager: 1.8% user + 5.5% kernel
05-22 14:25:37.851 E/ActivityManager(  375): 100% TOTAL: 98% user + 1.8% kernel
05-22 14:25:37.960 W/ActivityManager(  375): Killing ProcessRecord{427d9bb0 2172:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 14:25:38.366 I/ActivityManager(  375): Process com.pekall.emdm.launcher:remote (pid 2172) has died.
05-22 14:25:38.366 W/ActivityManager(  375): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 80000ms
05-22 14:26:58.398 I/ActivityManager(  375): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=2330 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 14:26:58.656 D/ActivityThread( 2330): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:26:58.734 D/ActivityThread( 2330): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:27:18.421 W/ActivityManager(  375): Timeout executing service: ServiceRecord{42976af0 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 14:27:21.109 E/ActivityManager(  375): ANR in com.pekall.emdm.launcher:remote
05-22 14:27:21.109 E/ActivityManager(  375): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 14:27:21.109 E/ActivityManager(  375): Load: 2.69 / 3.11 / 1.45
05-22 14:27:21.109 E/ActivityManager(  375): CPU usage from 13423ms to 0ms ago with 99% awake:
05-22 14:27:21.109 E/ActivityManager(  375):   100% 2330/com.pekall.emdm.launcher:remote: 100% user + 0% kernel
05-22 14:27:21.109 E/ActivityManager(  375):   99% 606/com.pekall.emdm.launcher: 99% user + 0% kernel
05-22 14:27:21.109 E/ActivityManager(  375):   0.2% 375/system_server: 0% user + 0.2% kernel / faults: 4 minor
05-22 14:27:21.109 E/ActivityManager(  375):   0% 772/com.google.android.apps.maps:GoogleLocationService: 0% user + 0% kernel / faults: 14 minor
05-22 14:27:21.109 E/ActivityManager(  375):   0% 854/com.qihoo.appstore: 0% user + 0% kernel / faults: 25 minor
05-22 14:27:21.109 E/ActivityManager(  375): 100% TOTAL: 99% user + 0% kernel
05-22 14:27:21.109 E/ActivityManager(  375): CPU usage from 1891ms to 2441ms later:
05-22 14:27:21.109 E/ActivityManager(  375):   101% 2330/com.pekall.emdm.launcher:remote: 101% user + 0% kernel
05-22 14:27:21.109 E/ActivityManager(  375):     100% 2343/Thread-168: 100% user + 0% kernel
05-22 14:27:21.109 E/ActivityManager(  375):   94% 606/com.pekall.emdm.launcher: 94% user + 0% kernel
05-22 14:27:21.109 E/ActivityManager(  375):     92% 671/Thread-42: 92% user + 0% kernel
05-22 14:27:21.109 E/ActivityManager(  375):   5.3% 375/system_server: 0% user + 5.3% kernel
05-22 14:27:21.109 E/ActivityManager(  375):     5.3% 391/ActivityManager: 0% user + 5.3% kernel
05-22 14:27:21.109 E/ActivityManager(  375): 100% TOTAL: 98% user + 1.8% kernel
05-22 14:27:21.116 W/ActivityManager(  375): Killing ProcessRecord{4280eae0 2330:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 14:27:21.226 I/ActivityManager(  375): Process com.pekall.emdm.launcher:remote (pid 2330) has died.
05-22 14:27:21.226 W/ActivityManager(  375): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 320000ms
05-22 14:32:41.273 I/ActivityManager(  375): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=2371 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 14:32:41.562 D/ActivityThread( 2371): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:32:41.874 D/ActivityThread( 2371): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:32:48.273 W/ProcessStats(  375): Skipping unknown process pid 2420
05-22 14:32:48.273 W/ProcessStats(  375): Skipping unknown process pid 2422
05-22 14:32:53.507 W/MountService(  375): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 14:32:53.562 W/MountService(  375): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 14:32:53.624 W/MountService(  375): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 14:32:53.624 W/MountService(  375): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 14:32:53.648 W/MountService(  375): getVolumeState(/mnt/emmc): Unknown volume
05-22 14:32:53.656 W/MountService(  375): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 14:32:53.679 W/MountService(  375): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 14:32:53.702 W/MountService(  375): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 14:32:53.702 W/MountService(  375): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 14:32:53.757 W/MountService(  375): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 14:32:53.773 W/MountService(  375): getVolumeState(/storage/extSdCard): Unknown volume
05-22 14:32:53.796 W/MountService(  375): getVolumeState(/storage/sdcard1): Unknown volume
05-22 14:32:53.796 W/MountService(  375): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 14:32:53.820 W/MountService(  375): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 14:32:55.554 W/MountService(  375): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 14:32:55.554 W/MountService(  375): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 14:32:55.554 W/MountService(  375): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 14:32:55.554 W/MountService(  375): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 14:32:55.554 W/MountService(  375): getVolumeState(/mnt/emmc): Unknown volume
05-22 14:32:55.554 W/MountService(  375): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 14:32:55.601 W/MountService(  375): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 14:32:55.601 W/MountService(  375): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 14:32:55.624 W/MountService(  375): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 14:32:55.624 W/MountService(  375): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 14:32:55.773 W/MountService(  375): getVolumeState(/storage/extSdCard): Unknown volume
05-22 14:32:55.788 W/MountService(  375): getVolumeState(/storage/sdcard1): Unknown volume
05-22 14:32:55.804 W/MountService(  375): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 14:32:55.820 W/MountService(  375): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 14:32:59.413 W/MountService(  375): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 14:32:59.796 I/ActivityManager(  375): START u0 {act=com.qihoo360.daemon.pcdaemon.ACTION_START_OPERATE_AUTHOR flg=0x10000000 cmp=com.qihoo.appstore/com.qihoo.express.mini.activity.PCLinkConfirmDialogActivity (has extras)} from pid 1693
05-22 14:32:59.820 W/MountService(  375): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 14:32:59.827 W/MountService(  375): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 14:32:59.835 W/MountService(  375): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 14:32:59.835 W/MountService(  375): getVolumeState(/mnt/emmc): Unknown volume
05-22 14:32:59.843 W/MountService(  375): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 14:32:59.843 W/MountService(  375): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 14:32:59.851 W/MountService(  375): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 14:32:59.890 W/MountService(  375): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 14:32:59.898 W/MountService(  375): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 14:32:59.906 W/MountService(  375): getVolumeState(/storage/extSdCard): Unknown volume
05-22 14:32:59.906 W/MountService(  375): getVolumeState(/storage/sdcard1): Unknown volume
05-22 14:32:59.906 W/MountService(  375): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 14:32:59.913 W/MountService(  375): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 14:33:00.195 I/WindowManager(  375): Screenshot max retries 4 of Token{424bdd88 ActivityRecord{427b5070 u0 com.android.launcher/com.android.launcher2.Launcher}} appWin=Window{4268ab38 u0 com.android.launcher/com.android.launcher2.Launcher} drawState=4
05-22 14:33:00.202 W/WindowManager(  375): Screenshot failure taking screenshot for (720x1280) to layer 21010
05-22 14:33:00.218 I/ActivityManager(  375): Start proc com.android.defcontainer for service com.android.defcontainer/.DefaultContainerService: pid=2563 uid=10012 gids={50012, 1015, 1023, 2001, 1028}
05-22 14:33:00.226 I/ActivityManager(  375): No longer want com.google.android.exchange (pid 1484): empty #17
05-22 14:33:01.304 W/ActivityManager(  375): Timeout executing service: ServiceRecord{42976af0 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 14:33:05.210 I/ActivityManager(  375): Start proc com.qihoo360.mobilesafe for service com.qihoo360.mobilesafe/.service.ExamService: pid=2578 uid=10069 gids={50069, 3003, 1015, 3001, 3002, 1006, 1028}
05-22 14:33:06.335 W/ProcessStats(  375): Skipping unknown process pid 2592
05-22 14:33:07.452 I/ActivityManager(  375): No longer want com.google.android.partnersetup (pid 989): empty #17
05-22 14:33:07.531 E/ActivityManager(  375): ANR in com.pekall.emdm.launcher:remote
05-22 14:33:07.531 E/ActivityManager(  375): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 14:33:07.531 E/ActivityManager(  375): Load: 3.08 / 2.15 / 1.47
05-22 14:33:07.531 E/ActivityManager(  375): CPU usage from 0ms to 6194ms later:
05-22 14:33:07.531 E/ActivityManager(  375):   80% 606/com.pekall.emdm.launcher: 80% user + 0.3% kernel / faults: 104 minor
05-22 14:33:07.531 E/ActivityManager(  375):   78% 2371/com.pekall.emdm.launcher:remote: 78% user + 0.3% kernel / faults: 134 minor
05-22 14:33:07.531 E/ActivityManager(  375):   19% 375/system_server: 15% user + 4% kernel / faults: 578 minor
05-22 14:33:07.531 E/ActivityManager(  375):   4.2% 1693/com.qihoo.daemon: 3.2% user + 0.9% kernel / faults: 523 minor
05-22 14:33:07.531 E/ActivityManager(  375):   0% 802/com.qihoo360.mobilesafe:GuardService: 0% user + 0% kernel / faults: 214 minor 1 major
05-22 14:33:07.531 E/ActivityManager(  375):   0.3% 580/com.android.phone: 0.2% user + 0.1% kernel / faults: 50 minor
05-22 14:33:07.531 E/ActivityManager(  375):   0.8% 450/com.android.systemui: 0.3% user + 0.4% kernel / faults: 20 minor
05-22 14:33:07.531 E/ActivityManager(  375):   0% 587/com.android.nfc: 0% user + 0% kernel / faults: 27 minor
05-22 14:33:07.531 E/ActivityManager(  375):   0% 1024/android.process.media: 0% user + 0% kernel / faults: 132 minor
05-22 14:33:07.531 E/ActivityManager(  375):   0.4% 81/mmcqd/0: 0% user + 0.4% kernel
05-22 14:33:07.531 E/ActivityManager(  375):   0.4% 134/adbd: 0% user + 0.4% kernel
05-22 14:33:07.531 E/ActivityManager(  375):   0.3% 114/jbd2/mmcblk0p12: 0% user + 0.3% kernel
05-22 14:33:07.531 E/ActivityManager(  375):   0.1% 19/kworker/0:1: 0% user + 0.1% kernel
05-22 14:33:07.531 E/ActivityManager(  375):   0.1% 24/kswapd0: 0% user + 0.1% kernel
05-22 14:33:07.531 E/ActivityManager(  375):   0.1% 125/zygote: 0.1% user + 0% kernel / faults: 47 minor
05-22 14:33:07.531 E/ActivityManager(  375):   0.1% 133/sdcard: 0% user + 0.1% kernel
05-22 14:33:07.531 E/ActivityManager(  375):   0.1% 517/android.process.acore: 0% user + 0.1% kernel / faults: 19 minor
